ID,Postcode,Locality,State,longitude,latitude,DC,Type,SA3,SA3Name,SA4,SA4Name,Status
6599,3185,GARDENVALE,VIC,145.002571,-37.891841,ST KILDA DC,Delivery Area,20802,Glen Eira,208,Melbourne - Inner South,Updated 6-Feb-2020
6600,3185,RIPPONLEA,VIC,145.002571,-37.891841,ST KILDA DC,Delivery Area,20802,Glen Eira,208,Melbourne - Inner South,Updated 6-Feb-2020
6601,3186,BRIGHTON,VIC,144.996329,-37.915066,BRIGHTON DC,Delivery Area,20801,Bayside,208,Melbourne - Inner South,Updated 6-Feb-2020
6602,3186,BRIGHTON NORTH,VIC,144.996329,-37.915066,BRIGHTON DC,Delivery Area,20801,Bayside,208,Melbourne - Inner South,Updated 6-Feb-2020
6603,3186,DENDY,VIC,144.996329,-37.915066,BRIGHTON DC,Delivery Area,20801,Bayside,208,Melbourne - Inner South,Updated 6-Feb-2020
6604,3186,WERE STREET PO,VIC,144.996329,-37.915066,Melbourne Metro,,20801,Bayside,208,Melbourne - Inner South,Updated 6-Feb-2020
6605,3187,BRIGHTON EAST,VIC,145.013593,-37.925371,BRIGHTON DC,Delivery Area,20802,Glen Eira,208,Melbourne - Inner South,Updated 6-Feb-2020
6606,3187,NORTH ROAD,VIC,145.013593,-37.925371,BRIGHTON DC,Delivery Area,20802,Glen Eira,208,Melbourne - Inner South,Updated 6-Feb-2020
6607,3188,HAMPTON,VIC,145.007238,-37.938889,MOORABBIN DELIVERY CENTRE,Delivery Area,20801,Bayside,208,Melbourne - Inner South,Updated 6-Feb-2020
6608,3188,HAMPTON EAST,VIC,145.007238,-37.938889,MOORABBIN DELIVERY CENTRE,Delivery Area,20801,Bayside,208,Melbourne - Inner South,Updated 6-Feb-2020
6609,3188,HAMPTON NORTH,VIC,145.007238,-37.938889,MOORABBIN DELIVERY CENTRE,Delivery Area,20801,Bayside,208,Melbourne - Inner South,Updated 6-Feb-2020
6610,3189,MOORABBIN,VIC,145.047802,-37.942021,MOORABBIN DELIVERY CENTRE,Delivery Area,20803,Kingston,208,Melbourne - Inner South,Updated 6-Feb-2020
6611,3189,MOORABBIN EAST,VIC,145.047802,-37.942021,Melbourne Metro,,20803,Kingston,208,Melbourne - Inner South,Updated 6-Feb-2020
6612,3189,WISHART,VIC,145.047802,-37.942021,MOORABBIN DELIVERY CENTRE,Delivery Area,20803,Kingston,208,Melbourne - Inner South,Updated 6-Feb-2020
6613,3190,HIGHETT,VIC,145.038147,-37.951394,MOORABBIN DELIVERY CENTRE,Delivery Area,20803,Kingston,208,Melbourne - Inner South,Updated 6-Feb-2020
6614,3191,SANDRINGHAM,VIC,145.013472,-37.956585,MOORABBIN DELIVERY CENTRE,Delivery Area,20801,Bayside,208,Melbourne - Inner South,Updated 6-Feb-2020
6615,3192,CHELTENHAM,VIC,145.0623,-37.965655,MOORABBIN DELIVERY CENTRE,Delivery Area,20803,Kingston,208,Melbourne - Inner South,Updated 6-Feb-2020
6616,3192,CHELTENHAM EAST,VIC,145.0623,-37.965655,MOORABBIN DELIVERY CENTRE,Delivery Area,20803,Kingston,208,Melbourne - Inner South,Updated 6-Feb-2020
6617,3192,CHELTENHAM NORTH,VIC,145.0623,-37.965655,MOORABBIN DELIVERY CENTRE,Delivery Area,20803,Kingston,208,Melbourne - Inner South,Updated 6-Feb-2020
6618,3192,SOUTHLAND CENTRE,VIC,145.0623,-37.965655,MOORABBIN DELIVERY CENTRE,Delivery Area,20803,Kingston,208,Melbourne - Inner South,Updated 6-Feb-2020
6619,3193,BEAUMARIS,VIC,145.031561,-37.978698,MOORABBIN DELIVERY CENTRE,Delivery Area,20801,Bayside,208,Melbourne - Inner South,Updated 6-Feb-2020
6620,3193,BLACK ROCK,VIC,145.031561,-37.978698,MOORABBIN DELIVERY CENTRE,Delivery Area,20801,Bayside,208,Melbourne - Inner South,Updated 6-Feb-2020
6621,3193,BLACK ROCK NORTH,VIC,145.031561,-37.978698,MOORABBIN DELIVERY CENTRE,Delivery Area,20801,Bayside,208,Melbourne - Inner South,Updated 6-Feb-2020
6622,3193,CROMER,VIC,145.031561,-37.978698,MOORABBIN DELIVERY CENTRE,Delivery Area,20801,Bayside,208,Melbourne - Inner South,Updated 6-Feb-2020
6623,3194,MENTONE,VIC,145.067356,-37.985059,BRAESIDE DC,Delivery Area,20803,Kingston,208,Melbourne - Inner South,Updated 6-Feb-2020
6624,3194,MENTONE EAST,VIC,145.067356,-37.985059,BRAESIDE DC,Delivery Area,20803,Kingston,208,Melbourne - Inner South,Updated 6-Feb-2020
6625,3194,MOORABBIN AIRPORT,VIC,145.067356,-37.985059,BRAESIDE DC,Delivery Area,20803,Kingston,208,Melbourne - Inner South,Updated 6-Feb-2020
6626,3195,ASPENDALE,VIC,145.104105,-38.007024,BRAESIDE DC,Delivery Area,20803,Kingston,208,Melbourne - Inner South,Updated 6-Feb-2020
6627,3195,ASPENDALE GARDENS,VIC,145.104105,-38.007024,BRAESIDE DC,Delivery Area,20803,Kingston,208,Melbourne - Inner South,Updated 6-Feb-2020
6628,3195,BRAESIDE,VIC,145.104105,-38.007024,BRAESIDE DC,Delivery Area,20803,Kingston,208,Melbourne - Inner South,Updated 6-Feb-2020
6629,3195,MORDIALLOC,VIC,145.104105,-38.007024,BRAESIDE DC,Delivery Area,20803,Kingston,208,Melbourne - Inner South,Updated 6-Feb-2020
6630,3195,MORDIALLOC NORTH,VIC,145.104105,-38.007024,Braeside,,20803,Kingston,208,Melbourne - Inner South,Updated 6-Feb-2020
6631,3195,PARKDALE,VIC,145.104105,-38.007024,BRAESIDE DC,Delivery Area,20803,Kingston,208,Melbourne - Inner South,Updated 6-Feb-2020
6632,3195,WATERWAYS,VIC,145.104105,-38.007024,BRAESIDE DC,Delivery Area,20803,Kingston,208,Melbourne - Inner South,Updated 6-Feb-2020
6633,3196,BONBEACH,VIC,145.122762,-38.046479,BRAESIDE DC,Delivery Area,20803,Kingston,208,Melbourne - Inner South,Updated 6-Feb-2020
6634,3196,CHELSEA,VIC,145.122762,-38.046479,BRAESIDE DC,Delivery Area,20803,Kingston,208,Melbourne - Inner South,Updated 6-Feb-2020
6635,3196,CHELSEA HEIGHTS,VIC,145.122762,-38.046479,BRAESIDE DC,Delivery Area,20803,Kingston,208,Melbourne - Inner South,Updated 6-Feb-2020
6636,3196,EDITHVALE,VIC,145.122762,-38.046479,BRAESIDE DC,Delivery Area,20803,Kingston,208,Melbourne - Inner South,Updated 6-Feb-2020
6637,3197,CARRUM,VIC,145.134111,-38.072748,SEAFORD DELIVERY CENTRE,Delivery Area,21401,Frankston,214,Mornington Peninsula,Updated 6-Feb-2020
6638,3197,PATTERSON LAKES,VIC,145.134111,-38.072748,SEAFORD DELIVERY CENTRE,Delivery Area,21401,Frankston,214,Mornington Peninsula,Updated 6-Feb-2020
6639,3198,BELVEDERE PARK,VIC,145.137811,-38.103194,SEAFORD DELIVERY CENTRE,Delivery Area,21401,Frankston,214,Mornington Peninsula,Updated 6-Feb-2020
6640,3198,SEAFORD,VIC,145.137811,-38.103194,SEAFORD DELIVERY CENTRE,Delivery Area,21401,Frankston,214,Mornington Peninsula,Updated 6-Feb-2020
6641,3199,FRANKSTON,VIC,145.135961,-38.162578,SEAFORD DELIVERY CENTRE,Delivery Area,21402,Mornington Peninsula,214,Mornington Peninsula,Updated 6-Feb-2020
6642,3199,FRANKSTON EAST,VIC,145.135961,-38.162578,SEAFORD DELIVERY CENTRE,Delivery Area,21402,Mornington Peninsula,214,Mornington Peninsula,Updated 6-Feb-2020
6643,3199,FRANKSTON HEIGHTS,VIC,145.135961,-38.162578,SEAFORD DELIVERY CENTRE,Delivery Area,21402,Mornington Peninsula,214,Mornington Peninsula,Updated 6-Feb-2020
6644,3199,FRANKSTON SOUTH,VIC,145.135961,-38.162578,SEAFORD DELIVERY CENTRE,Delivery Area,21402,Mornington Peninsula,214,Mornington Peninsula,Updated 6-Feb-2020
6645,3199,KARINGAL,VIC,145.135961,-38.162578,SEAFORD DELIVERY CENTRE,Delivery Area,21402,Mornington Peninsula,214,Mornington Peninsula,Updated 6-Feb-2020
6646,3199,KARINGAL CENTRE,VIC,145.135961,-38.162578,SEAFORD DELIVERY CENTRE,Delivery Area,21402,Mornington Peninsula,214,Mornington Peninsula,Updated 6-Feb-2020
6647,3200,FRANKSTON NORTH,VIC,145.157574,-38.126458,SEAFORD DELIVERY CENTRE,Delivery Area,21401,Frankston,214,Mornington Peninsula,Updated 6-Feb-2020
6648,3200,PINES FOREST,VIC,145.157574,-38.126458,SEAFORD DELIVERY CENTRE,Delivery Area,21401,Frankston,214,Mornington Peninsula,Updated 6-Feb-2020
6649,3201,CARRUM DOWNS,VIC,145.177905,-38.092874,SEAFORD DELIVERY CENTRE,Delivery Area,21401,Frankston,214,Mornington Peninsula,Updated 6-Feb-2020
6650,3202,HEATHERTON,VIC,145.092698,-37.960555,MOORABBIN DELIVERY CENTRE,Delivery Area,20803,Kingston,208,Melbourne - Inner South,Updated 6-Feb-2020
6651,3204,BENTLEIGH,VIC,145.036783,-37.916956,MOORABBIN DELIVERY CENTRE,Delivery Area,20802,Glen Eira,208,Melbourne - Inner South,Updated 6-Feb-2020
6652,3204,MCKINNON,VIC,145.036783,-37.916956,MOORABBIN DELIVERY CENTRE,Delivery Area,20802,Glen Eira,208,Melbourne - Inner South,Updated 6-Feb-2020
6653,3204,ORMOND,VIC,145.036783,-37.916956,MOORABBIN DELIVERY CENTRE,Delivery Area,20802,Glen Eira,208,Melbourne - Inner South,Updated 6-Feb-2020
6654,3204,PATTERSON,VIC,145.036783,-37.916956,MOORABBIN DELIVERY CENTRE,Delivery Area,20802,Glen Eira,208,Melbourne - Inner South,Updated 6-Feb-2020
6655,3205,SOUTH MELBOURNE,VIC,144.958176,-37.831693,SOUTH MELBOURNE DC,Delivery Area,20605,Port Phillip,206,Melbourne - Inner,Updated 6-Feb-2020
6656,3205,SOUTH MELBOURNE DC,VIC,144.958176,-37.831693,Melbourne Metro,,20605,Port Phillip,206,Melbourne - Inner,Updated 6-Feb-2020
6657,3206,ALBERT PARK,VIC,144.95086,-37.846534,SOUTH MELBOURNE DC,Delivery Area,20605,Port Phillip,206,Melbourne - Inner,Updated 6-Feb-2020
6658,3206,MIDDLE PARK,VIC,144.95086,-37.846534,SOUTH MELBOURNE DC,Delivery Area,20605,Port Phillip,206,Melbourne - Inner,Updated 6-Feb-2020
6659,3207,GARDEN CITY,VIC,144.918044,-37.832179,SOUTH MELBOURNE DC,Delivery Area,21302,Hobsons Bay,213,Melbourne - West,Updated 6-Feb-2020
6660,3207,PORT MELBOURNE,VIC,144.918044,-37.832179,SOUTH MELBOURNE DC,Delivery Area,21302,Hobsons Bay,213,Melbourne - West,Updated 6-Feb-2020
6661,3211,LITTLE RIVER,VIC,144.498479,-37.943586,NORTH GEELONG DC,Delivery Area,21305,Wyndham,213,Melbourne - West,Updated 6-Feb-2020
6662,3212,AVALON,VIC,144.422666,-38.039958,Lara,,20302,Geelong,203,Geelong,Updated 6-Feb-2020
6663,3212,LARA,VIC,144.422666,-38.039958,NORTH GEELONG DC,Delivery Area,20302,Geelong,203,Geelong,Updated 6-Feb-2020
6664,3212,POINT WILSON,VIC,144.422666,-38.039958,NORTH GEELONG DC,Delivery Area,20302,Geelong,203,Geelong,Updated 6-Feb-2020
16721,3213,ANAKIE,VIC,144.2894,-37.9406,,,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,Updated 25-Mar-2020 SA3
16722,3213,BATESFORD,VIC,144.2779,-38.091,,,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,Updated 25-Mar-2020 SA3
20767,3213,LOVELY BANKS,VIC,144.3223578,-38.04070313,,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,Updated 25-Mar-2020 SA3
16724,3213,MOORABOOL,VIC,144.2771,-38.038,,,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,Updated 25-Mar-2020 SA3
6665,3214,CORIO,VIC,144.352385,-38.084781,NORTH GEELONG DC,Delivery Area,20302,Geelong,203,Geelong,Updated 6-Feb-2020
6666,3214,NORLANE,VIC,144.352385,-38.084781,NORTH GEELONG DC,Delivery Area,20302,Geelong,203,Geelong,Updated 6-Feb-2020
6667,3214,NORTH SHORE,VIC,144.352385,-38.084781,NORTH GEELONG DC,Delivery Area,20302,Geelong,203,Geelong,Updated 6-Feb-2020
6668,3215,BELL PARK,VIC,144.33452,-38.111002,NORTH GEELONG DC,Delivery Area,20302,Geelong,203,Geelong,Updated 6-Feb-2020
6669,3215,BELL POST HILL,VIC,144.33452,-38.111002,NORTH GEELONG DC,Delivery Area,20302,Geelong,203,Geelong,Updated 6-Feb-2020
6670,3215,DRUMCONDRA,VIC,144.33452,-38.111002,NORTH GEELONG DC,Delivery Area,20302,Geelong,203,Geelong,Updated 6-Feb-2020
6671,3215,GEELONG NORTH,VIC,144.33452,-38.111002,NORTH GEELONG DC,Delivery Area,20302,Geelong,203,Geelong,Updated 6-Feb-2020
6672,3215,HAMLYN HEIGHTS,VIC,144.33452,-38.111002,NORTH GEELONG DC,Delivery Area,20302,Geelong,203,Geelong,Updated 6-Feb-2020
6673,3215,NORTH GEELONG,VIC,144.33452,-38.111002,NORTH GEELONG DC,Delivery Area,20302,Geelong,203,Geelong,Updated 6-Feb-2020
6674,3215,RIPPLESIDE,VIC,144.33452,-38.111002,NORTH GEELONG DC,Delivery Area,20302,Geelong,203,Geelong,Updated 6-Feb-2020
6675,3216,BELMONT,VIC,144.334005,-38.215906,GROVEDALE DC,Delivery Area,20303,Surf Coast - Bellarine Peninsula,203,Geelong,Updated 6-Feb-2020
6676,3216,FRESHWATER CREEK,VIC,144.334005,-38.215906,GROVEDALE DC,Delivery Area,20303,Surf Coast - Bellarine Peninsula,203,Geelong,Updated 6-Feb-2020
6677,3216,GROVEDALE,VIC,144.334005,-38.215906,GROVEDALE DC,Delivery Area,20303,Surf Coast - Bellarine Peninsula,203,Geelong,Updated 6-Feb-2020
6678,3216,GROVEDALE EAST,VIC,144.334005,-38.215906,GROVEDALE DC,Delivery Area,20303,Surf Coast - Bellarine Peninsula,203,Geelong,Updated 6-Feb-2020
6679,3216,HIGHTON,VIC,144.334005,-38.215906,GROVEDALE DC,Delivery Area,20303,Surf Coast - Bellarine Peninsula,203,Geelong,Updated 6-Feb-2020
6680,3216,MARSHALL,VIC,144.334005,-38.215906,Geelong,,20303,Surf Coast - Bellarine Peninsula,203,Geelong,Updated 6-Feb-2020
6681,3216,MOUNT DUNEED,VIC,144.334005,-38.215906,GROVEDALE DC,Delivery Area,20303,Surf Coast - Bellarine Peninsula,203,Geelong,Updated 6-Feb-2020
6682,3216,WANDANA HEIGHTS,VIC,144.334005,-38.215906,GROVEDALE DC,Delivery Area,20303,Surf Coast - Bellarine Peninsula,203,Geelong,Updated 6-Feb-2020
6683,3216,WAURN PONDS,VIC,144.334005,-38.215906,GROVEDALE DC,Delivery Area,20303,Surf Coast - Bellarine Peninsula,203,Geelong,Updated 6-Feb-2020
20768,3217,ARMSTRONG CREEK,VIC,144.3707843,-38.23413976,Victoria Country 1,Delivery Area,20302,Geelong,203,Geelong,Updated 6-Feb-2020
20769,3217,CHARLEMONT,VIC,144.3683696,-38.21558906,Victoria Country 1,Delivery Area,20302,Geelong,203,Geelong,Updated 6-Feb-2020
6684,3217,DEAKIN UNIVERSITY,VIC,144.301029,-38.200349,GROVEDALE DC,Delivery Area,20302,Geelong,203,Geelong,Updated 6-Feb-2020
20770,3217,FRESHWATER CREEK,VIC,144.249583,-38.27029834,Victoria Country 1,Delivery Area,20302,Geelong,203,Geelong,Updated 6-Feb-2020
20771,3217,MOUNT DUNEED,VIC,144.3127944,-38.24983474,Victoria Country 1,Delivery Area,20302,Geelong,203,Geelong,Updated 6-Feb-2020
20772,3218,FYANSFORD,VIC,144.2894883,-38.13028025,Victoria Country 1,Delivery Area,20302,Geelong,203,Geelong,Updated 6-Feb-2020
6685,3218,GEELONG WEST,VIC,144.330986,-38.138728,NORTH GEELONG DC,Delivery Area,20302,Geelong,203,Geelong,Updated 6-Feb-2020
6686,3218,HERNE HILL,VIC,144.330986,-38.138728,NORTH GEELONG DC,Delivery Area,20302,Geelong,203,Geelong,Updated 6-Feb-2020
6687,3218,MANIFOLD HEIGHTS,VIC,144.330986,-38.138728,NORTH GEELONG DC,Delivery Area,20302,Geelong,203,Geelong,Updated 6-Feb-2020
20773,3218,MURGHEBOLUC,VIC,144.1418215,-38.09450396,Victoria Country 1,Delivery Area,20302,Geelong,203,Geelong,Updated 6-Feb-2020
20774,3218,STONEHAVEN,VIC,144.223441,-38.1220442,Victoria Country 1,Delivery Area,20302,Geelong,203,Geelong,Updated 6-Feb-2020
6688,3219,BREAKWATER,VIC,144.389533,-38.17277,GROVEDALE DC,Delivery Area,20302,Geelong,203,Geelong,Updated 6-Feb-2020
6689,3219,EAST GEELONG,VIC,144.389533,-38.17277,GROVEDALE DC,Delivery Area,20302,Geelong,203,Geelong,Updated 6-Feb-2020
6690,3219,NEWCOMB,VIC,144.389533,-38.17277,GROVEDALE DC,Delivery Area,20302,Geelong,203,Geelong,Updated 6-Feb-2020
6691,3219,ST ALBANS PARK,VIC,144.389533,-38.17277,GROVEDALE DC,Delivery Area,20302,Geelong,203,Geelong,Updated 6-Feb-2020
6692,3219,THOMSON,VIC,144.389533,-38.17277,GROVEDALE DC,Delivery Area,20302,Geelong,203,Geelong,Updated 6-Feb-2020
6693,3219,WHITTINGTON,VIC,144.389533,-38.17277,GROVEDALE DC,Delivery Area,20302,Geelong,203,Geelong,Updated 6-Feb-2020
6694,3220,BAREENA,VIC,144.34652,-38.157038,GROVEDALE DC,Delivery Area,20302,Geelong,203,Geelong,Updated 6-Feb-2020
6695,3220,GEELONG,VIC,144.34652,-38.157038,GROVEDALE DC,Delivery Area,20302,Geelong,203,Geelong,Updated 6-Feb-2020
6696,3220,NEWTOWN,VIC,144.34652,-38.157038,GROVEDALE DC,Delivery Area,20302,Geelong,203,Geelong,Updated 6-Feb-2020
6697,3220,SOUTH GEELONG,VIC,144.34652,-38.157038,GROVEDALE DC,Delivery Area,20302,Geelong,203,Geelong,Updated 6-Feb-2020
6698,3221,ANAKIE,VIC,144.427419,-38.181608,NORTH GEELONG DC,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,Updated 6-Feb-2020
6699,3221,BARRABOOL,VIC,144.427419,-38.181608,GROVEDALE DC,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,Updated 6-Feb-2020
6700,3221,BATESFORD,VIC,144.427419,-38.181608,NORTH GEELONG DC,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,Updated 6-Feb-2020
6701,3221,BELLARINE,VIC,144.427419,-38.181608,OCEAN GROVE DC,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,Updated 6-Feb-2020
6702,3221,CERES,VIC,144.427419,-38.181608,GROVEDALE DC,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,Updated 6-Feb-2020
6703,3221,FYANSFORD,VIC,144.427419,-38.181608,GROVEDALE DC,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,Updated 6-Feb-2020
6704,3221,GEELONG MC,VIC,144.427419,-38.181608,Victoria Country 2,,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,Updated 6-Feb-2020
6705,3221,GNARWARRE,VIC,144.427419,-38.181608,GROVEDALE DC,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,Updated 6-Feb-2020
6706,3221,GREY RIVER,VIC,144.427419,-38.181608,GEELONG MC OPERATIONS,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,Updated 6-Feb-2020
6707,3221,KENNETT RIVER,VIC,144.427419,-38.181608,WYE RIVER LPO,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,Updated 6-Feb-2020
6708,3221,LOVELY BANKS,VIC,144.427419,-38.181608,NORTH GEELONG DC,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,Updated 6-Feb-2020
6709,3221,MOOLAP,VIC,144.427419,-38.181608,GROVEDALE DC,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,Updated 6-Feb-2020
6710,3221,MOORABOOL,VIC,144.427419,-38.181608,NORTH GEELONG DC,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,Updated 6-Feb-2020
6711,3221,MURGHEBOLUC,VIC,144.427419,-38.181608,GROVEDALE DC,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,Updated 6-Feb-2020
6712,3221,SEPARATION CREEK,VIC,144.427419,-38.181608,GEELONG MC OPERATIONS,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,Updated 6-Feb-2020
6713,3221,STAUGHTON VALE,VIC,144.427419,-38.181608,NORTH GEELONG DC,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,Updated 6-Feb-2020
6714,3221,STONEHAVEN,VIC,144.427419,-38.181608,GROVEDALE DC,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,Updated 6-Feb-2020
6435,3221,SUGARLOAF,VIC,144.427419,-38.181608,GEELONG MC OPERATIONS,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,Updated 6-Feb-2020
6436,3221,WALLINGTON,VIC,144.427419,-38.181608,OCEAN GROVE DC,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,Updated 6-Feb-2020
6437,3221,WONGARRA,VIC,144.427419,-38.181608,GEELONG MC OPERATIONS,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,Updated 6-Feb-2020
6438,3221,WYE RIVER,VIC,144.427419,-38.181608,WYE RIVER LPO,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,Updated 6-Feb-2020
6439,3222,CLIFTON SPRINGS,VIC,144.572989,-38.209921,OCEAN GROVE DC,Delivery Area,20303,Surf Coast - Bellarine Peninsula,203,Geelong,Updated 6-Feb-2020
6440,3222,CURLEWIS,VIC,144.572989,-38.209921,OCEAN GROVE DC,Delivery Area,20303,Surf Coast - Bellarine Peninsula,203,Geelong,Updated 6-Feb-2020
6441,3222,DRYSDALE,VIC,144.572989,-38.209921,OCEAN GROVE DC,Delivery Area,20303,Surf Coast - Bellarine Peninsula,203,Geelong,Updated 6-Feb-2020
6442,3222,MANNERIM,VIC,144.572989,-38.209921,OCEAN GROVE DC,Delivery Area,20303,Surf Coast - Bellarine Peninsula,203,Geelong,Updated 6-Feb-2020
6443,3222,MARCUS HILL,VIC,144.572989,-38.209921,OCEAN GROVE DC,Delivery Area,20303,Surf Coast - Bellarine Peninsula,203,Geelong,Updated 6-Feb-2020
20775,3222,WALLINGTON,VIC,144.5118946,-38.22638039,Victoria Country 1,Delivery Area,20303,Surf Coast - Bellarine Peninsula,203,Geelong,Updated 6-Feb-2020
20776,3223,BELLARINE,VIC,144.6217267,-38.13622989,Victoria Country 1,Delivery Area,20303,Surf Coast - Bellarine Peninsula,203,Geelong,Updated 6-Feb-2020
6444,3223,INDENTED HEAD,VIC,144.668477,-38.147989,OCEAN GROVE DC,Delivery Area,20303,Surf Coast - Bellarine Peninsula,203,Geelong,Updated 6-Feb-2020
6445,3223,PORTARLINGTON,VIC,144.668477,-38.147989,OCEAN GROVE DC,Delivery Area,20303,Surf Coast - Bellarine Peninsula,203,Geelong,Updated 6-Feb-2020
6446,3223,ST LEONARDS,VIC,144.668477,-38.147989,OCEAN GROVE DC,Delivery Area,20303,Surf Coast - Bellarine Peninsula,203,Geelong,Updated 6-Feb-2020
6447,3224,LEOPOLD,VIC,144.462401,-38.202905,GROVEDALE DC,Delivery Area,20302,Geelong,203,Geelong,Updated 6-Feb-2020
20777,3224,MOOLAP,VIC,144.4248188,-38.17988326,Victoria Country 1,Delivery Area,20302,Geelong,203,Geelong,Updated 6-Feb-2020
6448,3225,POINT LONSDALE,VIC,144.614191,-38.271074,OCEAN GROVE DC,Delivery Area,20303,Surf Coast - Bellarine Peninsula,203,Geelong,Updated 6-Feb-2020
6449,3225,QUEENSCLIFF,VIC,144.614191,-38.271074,OCEAN GROVE DC,Delivery Area,20303,Surf Coast - Bellarine Peninsula,203,Geelong,Updated 6-Feb-2020
6450,3225,SWAN BAY,VIC,144.614191,-38.271074,OCEAN GROVE DC,Delivery Area,20303,Surf Coast - Bellarine Peninsula,203,Geelong,Updated 6-Feb-2020
6451,3225,SWAN ISLAND,VIC,144.614191,-38.271074,OCEAN GROVE DC,Delivery Area,20303,Surf Coast - Bellarine Peninsula,203,Geelong,Updated 6-Feb-2020
6452,3226,OCEAN GROVE,VIC,144.523761,-38.263811,OCEAN GROVE DC,Delivery Area,20303,Surf Coast - Bellarine Peninsula,203,Geelong,Updated 6-Feb-2020
6453,3227,BARWON HEADS,VIC,144.40814,-38.263052,OCEAN GROVE DC,Delivery Area,20303,Surf Coast - Bellarine Peninsula,203,Geelong,Updated 6-Feb-2020
6454,3227,BREAMLEA,VIC,144.40814,-38.263052,OCEAN GROVE DC,Delivery Area,20303,Surf Coast - Bellarine Peninsula,203,Geelong,Updated 6-Feb-2020
6455,3227,CONNEWARRE,VIC,144.40814,-38.263052,OCEAN GROVE DC,Delivery Area,20303,Surf Coast - Bellarine Peninsula,203,Geelong,Updated 6-Feb-2020
6456,3228,BELLBRAE,VIC,144.299978,-38.307545,TORQUAY,Delivery Area,20303,Surf Coast - Bellarine Peninsula,203,Geelong,Updated 6-Feb-2020
6457,3228,BELLS BEACH,VIC,144.299978,-38.307545,TORQUAY,Delivery Area,20303,Surf Coast - Bellarine Peninsula,203,Geelong,Updated 6-Feb-2020
6458,3228,JAN JUC,VIC,144.299978,-38.307545,TORQUAY,Delivery Area,20303,Surf Coast - Bellarine Peninsula,203,Geelong,Updated 6-Feb-2020
6459,3228,TORQUAY,VIC,144.299978,-38.307545,TORQUAY,Delivery Area,20303,Surf Coast - Bellarine Peninsula,203,Geelong,Updated 6-Feb-2020
6460,3230,ANGLESEA,VIC,144.176397,-38.409363,ANGLESEA,Delivery Area,20303,Surf Coast - Bellarine Peninsula,203,Geelong,Updated 6-Feb-2020
6461,3231,AIREYS INLET,VIC,144.106892,-38.459435,GEELONG MC OPERATIONS,Delivery Area,20303,Surf Coast - Bellarine Peninsula,203,Geelong,Updated 6-Feb-2020
20778,3231,BIG HILL,VIC,144.0079299,-38.47820971,Victoria Country 2,Delivery Area,20303,Surf Coast - Bellarine Peninsula,203,Geelong,Updated 6-Feb-2020
6462,3231,EASTERN VIEW,VIC,144.106892,-38.459435,GEELONG MC OPERATIONS,Delivery Area,20303,Surf Coast - Bellarine Peninsula,203,Geelong,Updated 6-Feb-2020
6463,3231,FAIRHAVEN,VIC,144.106892,-38.459435,GEELONG MC OPERATIONS,Delivery Area,20303,Surf Coast - Bellarine Peninsula,203,Geelong,Updated 6-Feb-2020
6464,3231,MOGGS CREEK,VIC,144.106892,-38.459435,GEELONG MC OPERATIONS,Delivery Area,20303,Surf Coast - Bellarine Peninsula,203,Geelong,Updated 6-Feb-2020
6465,3232,BIG HILL,VIC,143.970167,-38.544977,Victoria Country 2,,20303,Surf Coast - Bellarine Peninsula,203,Geelong,Updated 6-Feb-2020
6466,3232,LORNE,VIC,143.970167,-38.544977,LORNE DELIVERY ANNEXE,Delivery Area,20303,Surf Coast - Bellarine Peninsula,203,Geelong,Updated 6-Feb-2020
6467,3233,APOLLO BAY,VIC,143.671777,-38.679417,APOLLO BAY LPO,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,Updated 6-Feb-2020
