ID,Postcode,Locality,State,longitude,latitude,DC,Type,SA3,SA3Name,SA4,SA4Name,Status
4746,3000,MELBOURNE,VIC,144.956776,-37.817403,CITY DELIVERY CENTRE,Delivery Area,20604,Melbourne City,206,Melbourne - Inner,Updated 6-Feb-2020
4747,3001,MELBOURNE,VIC,144.76592,-38.365017,CITY MAIL PROCESSING CENTRE,Post Office Boxes,20605,Port Phillip,206,Melbourne - Inner,Updated 25-Mar-2020 SA3
4748,3002,EAST MELBOURNE,VIC,144.982207,-37.818517,CITY DELIVERY CENTRE,Delivery Area,20604,Melbourne City,206,Melbourne - Inner,Updated 6-Feb-2020
4749,3003,WEST MELBOURNE,VIC,144.949592,-37.810871,CITY DELIVERY CENTRE,Delivery Area,20604,Melbourne City,206,Melbourne - Inner,Updated 6-Feb-2020
4750,3004,MELBOURNE,VIC,144.970161,-37.844246,CITY DELIVERY CENTRE,Delivery Area,20605,Port Phillip,206,Melbourne - Inner,Updated 6-Feb-2020
4751,3004,ST KILDA ROAD CENTRAL,VIC,144.970161,-37.844246,Melbourne Metro,,20605,Port Phillip,206,Melbourne - Inner,Updated 6-Feb-2020
4752,3005,WORLD TRADE CENTRE,VIC,144.950858,-37.824608,CITY DELIVERY CENTRE,Delivery Area,20604,Melbourne City,206,Melbourne - Inner,Updated 6-Feb-2020
20754,3006,SOUTH WHARF,VIC,144.9520744,-37.82528675,Melbourne Metro,Delivery Area,20605,Port Phillip,206,Melbourne - Inner,Updated 6-Feb-2020
4753,3006,SOUTHBANK,VIC,144.965926,-37.823258,SOUTH MELBOURNE DC,Delivery Area,20605,Port Phillip,206,Melbourne - Inner,Updated 6-Feb-2020
4754,3008,DOCKLANDS,VIC,144.948039,-37.814719,CITY DELIVERY CENTRE,Delivery Area,20604,Melbourne City,206,Melbourne - Inner,Updated 6-Feb-2020
4755,3010,UNIVERSITY OF MELBOURNE,VIC,144.961351,-37.796152,CARLTON DC,Delivery Area,20604,Melbourne City,206,Melbourne - Inner,Updated 6-Feb-2020
4756,3011,FOOTSCRAY,VIC,144.907953,-37.807101,WEST FOOTSCRAY DC,Delivery Area,21303,Maribyrnong,213,Melbourne - West,Updated 6-Feb-2020
4757,3011,SEDDON,VIC,144.907953,-37.807101,WEST FOOTSCRAY DC,Delivery Area,21303,Maribyrnong,213,Melbourne - West,Updated 6-Feb-2020
4758,3011,SEDDON WEST,VIC,144.907953,-37.807101,WEST FOOTSCRAY DC,Delivery Area,21303,Maribyrnong,213,Melbourne - West,Updated 6-Feb-2020
4759,3012,BROOKLYN,VIC,144.861162,-37.807135,WEST FOOTSCRAY DC,Delivery Area,21303,Maribyrnong,213,Melbourne - West,Updated 6-Feb-2020
4760,3012,KINGSVILLE,VIC,144.861162,-37.807135,WEST FOOTSCRAY DC,Delivery Area,21303,Maribyrnong,213,Melbourne - West,Updated 6-Feb-2020
4761,3012,KINGSVILLE WEST,VIC,144.861162,-37.807135,WEST FOOTSCRAY DC,Delivery Area,21303,Maribyrnong,213,Melbourne - West,Updated 6-Feb-2020
4762,3012,MAIDSTONE,VIC,144.861162,-37.807135,WEST FOOTSCRAY DC,Delivery Area,21303,Maribyrnong,213,Melbourne - West,Updated 6-Feb-2020
4763,3012,TOTTENHAM,VIC,144.861162,-37.807135,WEST FOOTSCRAY DC,Delivery Area,21303,Maribyrnong,213,Melbourne - West,Updated 6-Feb-2020
4764,3012,WEST FOOTSCRAY,VIC,144.861162,-37.807135,WEST FOOTSCRAY DC,Delivery Area,21303,Maribyrnong,213,Melbourne - West,Updated 6-Feb-2020
4765,3013,YARRAVILLE,VIC,144.888686,-37.814183,WEST FOOTSCRAY DC,Delivery Area,21303,Maribyrnong,213,Melbourne - West,Updated 6-Feb-2020
4766,3013,YARRAVILLE WEST,VIC,144.888686,-37.814183,WEST FOOTSCRAY DC,Delivery Area,21303,Maribyrnong,213,Melbourne - West,Updated 6-Feb-2020
4767,3015,NEWPORT,VIC,144.880556,-37.838242,NEWPORT DC,Delivery Area,21302,Hobsons Bay,213,Melbourne - West,Updated 6-Feb-2020
4768,3015,SOUTH KINGSVILLE,VIC,144.880556,-37.838242,NEWPORT DC,Delivery Area,21302,Hobsons Bay,213,Melbourne - West,Updated 6-Feb-2020
4769,3015,SPOTSWOOD,VIC,144.880556,-37.838242,NEWPORT DC,Delivery Area,21302,Hobsons Bay,213,Melbourne - West,Updated 6-Feb-2020
4770,3016,WILLIAMSTOWN,VIC,144.888461,-37.863743,NEWPORT DC,Delivery Area,21302,Hobsons Bay,213,Melbourne - West,Updated 6-Feb-2020
4771,3016,WILLIAMSTOWN NORTH,VIC,144.888461,-37.863743,NEWPORT DC,Delivery Area,21302,Hobsons Bay,213,Melbourne - West,Updated 6-Feb-2020
4772,3018,ALTONA,VIC,144.812736,-37.86172,NEWPORT DC,Delivery Area,21302,Hobsons Bay,213,Melbourne - West,Updated 6-Feb-2020
4773,3018,SEAHOLME,VIC,144.812736,-37.86172,NEWPORT DC,Delivery Area,21302,Hobsons Bay,213,Melbourne - West,Updated 6-Feb-2020
4774,3019,BRAYBROOK,VIC,144.854014,-37.784683,WEST FOOTSCRAY DC,Delivery Area,21303,Maribyrnong,213,Melbourne - West,Updated 6-Feb-2020
4775,3019,BRAYBROOK NORTH,VIC,144.854014,-37.784683,WEST FOOTSCRAY DC,Delivery Area,21303,Maribyrnong,213,Melbourne - West,Updated 6-Feb-2020
4776,3019,ROBINSON,VIC,144.854014,-37.784683,WEST FOOTSCRAY DC,Delivery Area,21303,Maribyrnong,213,Melbourne - West,Updated 6-Feb-2020
4777,3020,ALBION,VIC,144.829945,-37.777204,SUNSHINE DC,Delivery Area,21301,Brimbank,213,Melbourne - West,Updated 6-Feb-2020
4778,3020,GLENGALA,VIC,144.829945,-37.777204,SUNSHINE DC,Delivery Area,21301,Brimbank,213,Melbourne - West,Updated 6-Feb-2020
4779,3020,SUNSHINE,VIC,144.829945,-37.777204,SUNSHINE DC,Delivery Area,21301,Brimbank,213,Melbourne - West,Updated 6-Feb-2020
4780,3020,SUNSHINE NORTH,VIC,144.829945,-37.777204,SUNSHINE DC,Delivery Area,21301,Brimbank,213,Melbourne - West,Updated 6-Feb-2020
4781,3020,SUNSHINE WEST,VIC,144.829945,-37.777204,SUNSHINE DC,Delivery Area,21301,Brimbank,213,Melbourne - West,Updated 6-Feb-2020
4782,3021,ALBANVALE,VIC,144.796693,-37.743361,ST ALBANS DC,Delivery Area,21301,Brimbank,213,Melbourne - West,Updated 6-Feb-2020
4783,3021,KEALBA,VIC,144.796693,-37.743361,ST ALBANS DC,Delivery Area,21301,Brimbank,213,Melbourne - West,Updated 6-Feb-2020
4784,3021,KINGS PARK,VIC,144.796693,-37.743361,ST ALBANS DC,Delivery Area,21301,Brimbank,213,Melbourne - West,Updated 6-Feb-2020
4785,3021,ST ALBANS,VIC,144.796693,-37.743361,ST ALBANS DC,Delivery Area,21301,Brimbank,213,Melbourne - West,Updated 6-Feb-2020
4786,3022,ARDEER,VIC,144.793961,-37.795937,SUNSHINE DC,Delivery Area,21301,Brimbank,213,Melbourne - West,Updated 6-Feb-2020
4787,3022,DEER PARK EAST,VIC,144.793961,-37.795937,SUNSHINE DC,Delivery Area,21301,Brimbank,213,Melbourne - West,Updated 6-Feb-2020
4788,3023,BURNSIDE,VIC,144.770641,-37.78272,SUNSHINE DC,Delivery Area,21304,Melton - Bacchus Marsh,213,Melbourne - West,Updated 6-Feb-2020
20755,3023,BURNSIDE HEIGHTS,VIC,144.755657,-37.73218752,Melbourne Metro,Delivery Area,21304,Melton - Bacchus Marsh,213,Melbourne - West,Updated 6-Feb-2020
4789,3023,CAIRNLEA,VIC,144.770641,-37.78272,SUNSHINE DC,Delivery Area,21304,Melton - Bacchus Marsh,213,Melbourne - West,Updated 6-Feb-2020
4790,3023,CAROLINE SPRINGS,VIC,144.770641,-37.78272,SUNSHINE DC,Delivery Area,21304,Melton - Bacchus Marsh,213,Melbourne - West,Updated 6-Feb-2020
4791,3023,DEER PARK,VIC,144.770641,-37.78272,SUNSHINE DC,Delivery Area,21304,Melton - Bacchus Marsh,213,Melbourne - West,Updated 6-Feb-2020
4792,3023,DEER PARK NORTH,VIC,144.770641,-37.78272,SUNSHINE DC,Delivery Area,21304,Melton - Bacchus Marsh,213,Melbourne - West,Updated 6-Feb-2020
4793,3023,RAVENHALL,VIC,144.770641,-37.78272,SUNSHINE DC,Delivery Area,21304,Melton - Bacchus Marsh,213,Melbourne - West,Updated 6-Feb-2020
20756,3024,FIELDSTONE,VIC,144.649936,-37.75045631,Melbourne Metro,Delivery Area,21305,Wyndham,213,Melbourne - West,Updated 6-Feb-2020
4794,3024,MAMBOURIN,VIC,144.556552,-37.899873,HOPPERS CROSSING DEL CENTRE,Delivery Area,21305,Wyndham,213,Melbourne - West,Updated 6-Feb-2020
20757,3024,MANOR LAKES,VIC,144.5812323,-37.86694209,Melbourne Metro,Delivery Area,21305,Wyndham,213,Melbourne - West,Updated 6-Feb-2020
4795,3024,MOUNT COTTRELL,VIC,144.556552,-37.899873,HOPPERS CROSSING DEL CENTRE,Delivery Area,21305,Wyndham,213,Melbourne - West,Updated 6-Feb-2020
4796,3024,WYNDHAM VALE,VIC,144.556552,-37.899873,HOPPERS CROSSING DEL CENTRE,Delivery Area,21305,Wyndham,213,Melbourne - West,Updated 6-Feb-2020
4797,3025,ALTONA EAST,VIC,144.839704,-37.835562,NEWPORT DC,Delivery Area,21305,Wyndham,213,Melbourne - West,Updated 6-Feb-2020
4798,3025,ALTONA GATE,VIC,144.839704,-37.835562,NEWPORT DC,Delivery Area,21305,Wyndham,213,Melbourne - West,Updated 6-Feb-2020
4799,3025,ALTONA NORTH,VIC,144.839704,-37.835562,NEWPORT DC,Delivery Area,21305,Wyndham,213,Melbourne - West,Updated 6-Feb-2020
4800,3026,LAVERTON NORTH,VIC,144.774986,-37.829923,HOPPERS CROSSING DEL CENTRE,Delivery Area,21305,Wyndham,213,Melbourne - West,Updated 6-Feb-2020
4801,3027,LAVERTON RAAF,VIC,144.754147,-37.932419,HOPPERS CROSSING DEL CENTRE,Delivery Area,21305,Wyndham,213,Melbourne - West,Updated 6-Feb-2020
20758,3027,WILLIAMS LANDING,VIC,144.7430155,-37.86199812,Melbourne Metro,Delivery Area,21305,Wyndham,213,Melbourne - West,Updated 6-Feb-2020
4802,3027,WILLIAMS RAAF,VIC,144.754147,-37.932419,Melbourne Metro,,21305,Wyndham,213,Melbourne - West,Updated 6-Feb-2020
4803,3028,ALTONA MEADOWS,VIC,144.777165,-37.875066,HOPPERS CROSSING DEL CENTRE,Delivery Area,21305,Wyndham,213,Melbourne - West,Updated 6-Feb-2020
4804,3028,LAVERTON,VIC,144.777165,-37.875066,HOPPERS CROSSING DEL CENTRE,Delivery Area,21305,Wyndham,213,Melbourne - West,Updated 6-Feb-2020
4805,3028,SEABROOK,VIC,144.777165,-37.875066,HOPPERS CROSSING DEL CENTRE,Delivery Area,21305,Wyndham,213,Melbourne - West,Updated 6-Feb-2020
4806,3029,HOPPERS CROSSING,VIC,144.705831,-37.837165,HOPPERS CROSSING DEL CENTRE,Delivery Area,21305,Wyndham,213,Melbourne - West,Updated 6-Feb-2020
4807,3029,TARNEIT,VIC,144.705831,-37.837165,HOPPERS CROSSING DEL CENTRE,Delivery Area,21305,Wyndham,213,Melbourne - West,Updated 6-Feb-2020
4808,3029,TRUGANINA,VIC,144.705831,-37.837165,HOPPERS CROSSING DEL CENTRE,Delivery Area,21305,Wyndham,213,Melbourne - West,Updated 6-Feb-2020
4809,3030,CHARTWELL,VIC,144.64209,-37.91624,Melbourne Metro,,21305,Wyndham,213,Melbourne - West,Updated 6-Feb-2020
4810,3030,COCOROC,VIC,144.64209,-37.91624,HOPPERS CROSSING DEL CENTRE,Delivery Area,21305,Wyndham,213,Melbourne - West,Updated 6-Feb-2020
4811,3030,DERRIMUT,VIC,144.64209,-37.91624,HOPPERS CROSSING DEL CENTRE,Delivery Area,21305,Wyndham,213,Melbourne - West,Updated 6-Feb-2020
4812,3030,POINT COOK,VIC,144.64209,-37.91624,HOPPERS CROSSING DEL CENTRE,Delivery Area,21305,Wyndham,213,Melbourne - West,Updated 6-Feb-2020
4813,3030,QUANDONG,VIC,144.64209,-37.91624,HOPPERS CROSSING DEL CENTRE,Delivery Area,21305,Wyndham,213,Melbourne - West,Updated 6-Feb-2020
4814,3030,WERRIBEE,VIC,144.64209,-37.91624,HOPPERS CROSSING DEL CENTRE,Delivery Area,21305,Wyndham,213,Melbourne - West,Updated 6-Feb-2020
4815,3030,WERRIBEE SOUTH,VIC,144.64209,-37.91624,HOPPERS CROSSING DEL CENTRE,Delivery Area,21305,Wyndham,213,Melbourne - West,Updated 6-Feb-2020
4816,3031,FLEMINGTON,VIC,144.923403,-37.79119,MOONEE PONDS DC,Delivery Area,20604,Melbourne City,206,Melbourne - Inner,Updated 6-Feb-2020
4817,3031,KENSINGTON,VIC,144.923403,-37.79119,MOONEE PONDS DC,Delivery Area,20604,Melbourne City,206,Melbourne - Inner,Updated 6-Feb-2020
4818,3032,ASCOT VALE,VIC,144.897221,-37.774486,MOONEE PONDS DC,Delivery Area,21303,Maribyrnong,213,Melbourne - West,Updated 6-Feb-2020
4819,3032,HIGHPOINT CITY,VIC,144.897221,-37.774486,MOONEE PONDS DC,Delivery Area,21303,Maribyrnong,213,Melbourne - West,Updated 6-Feb-2020
4820,3032,MARIBYRNONG,VIC,144.897221,-37.774486,MOONEE PONDS DC,Delivery Area,21303,Maribyrnong,213,Melbourne - West,Updated 6-Feb-2020
4821,3032,TRAVANCORE,VIC,144.897221,-37.774486,MOONEE PONDS DC,Delivery Area,21303,Maribyrnong,213,Melbourne - West,Updated 6-Feb-2020
4822,3033,KEILOR EAST,VIC,144.857638,-37.74107,NIDDRIE DC,Delivery Area,21301,Brimbank,213,Melbourne - West,Updated 6-Feb-2020
4823,3034,AVONDALE HEIGHTS,VIC,144.86194,-37.761235,NIDDRIE DC,Delivery Area,21001,Keilor,210,Melbourne - North West,Updated 6-Feb-2020
4824,3036,KEILOR,VIC,144.82246,-37.705324,NIDDRIE DC,Delivery Area,21301,Brimbank,213,Melbourne - West,Updated 6-Feb-2020
4825,3036,KEILOR NORTH,VIC,144.82246,-37.705324,NIDDRIE DC,Delivery Area,21301,Brimbank,213,Melbourne - West,Updated 6-Feb-2020
4826,3037,CALDER PARK,VIC,144.780474,-37.715579,Melbourne Metro,,21304,Melton - Bacchus Marsh,213,Melbourne - West,Updated 6-Feb-2020
4827,3037,DELAHEY,VIC,144.780474,-37.715579,ST ALBANS DC,Delivery Area,21304,Melton - Bacchus Marsh,213,Melbourne - West,Updated 6-Feb-2020
4828,3037,HILLSIDE,VIC,144.780474,-37.715579,ST ALBANS DC,Delivery Area,21304,Melton - Bacchus Marsh,213,Melbourne - West,Updated 6-Feb-2020
4829,3037,PLUMPTON,VIC,144.780474,-37.715579,Melbourne Metro,,21304,Melton - Bacchus Marsh,213,Melbourne - West,Updated 6-Feb-2020
4830,3037,SYDENHAM,VIC,144.780474,-37.715579,ST ALBANS DC,Delivery Area,21304,Melton - Bacchus Marsh,213,Melbourne - West,Updated 6-Feb-2020
4831,3037,TAYLORS HILL,VIC,144.780474,-37.715579,ST ALBANS DC,Delivery Area,21304,Melton - Bacchus Marsh,213,Melbourne - West,Updated 6-Feb-2020
4832,3038,KEILOR DOWNS,VIC,144.766873,-37.700454,ST ALBANS DC,Delivery Area,21301,Brimbank,213,Melbourne - West,Updated 6-Feb-2020
4833,3038,KEILOR LODGE,VIC,144.766873,-37.700454,ST ALBANS DC,Delivery Area,21301,Brimbank,213,Melbourne - West,Updated 6-Feb-2020
4834,3038,TAYLORS LAKES,VIC,144.766873,-37.700454,ST ALBANS DC,Delivery Area,21301,Brimbank,213,Melbourne - West,Updated 6-Feb-2020
4835,3038,WATERGARDENS,VIC,144.766873,-37.700454,ST ALBANS DC,Delivery Area,21301,Brimbank,213,Melbourne - West,Updated 6-Feb-2020
4836,3039,MOONEE PONDS,VIC,144.922995,-37.766184,MOONEE PONDS DC,Delivery Area,20603,Essendon,206,Melbourne - Inner,Updated 6-Feb-2020
4837,3040,ABERFELDIE,VIC,144.902556,-37.751845,MOONEE PONDS DC,Delivery Area,21001,Keilor,210,Melbourne - North West,Updated 6-Feb-2020
4838,3040,ESSENDON,VIC,144.902556,-37.751845,MOONEE PONDS DC,Delivery Area,21001,Keilor,210,Melbourne - North West,Updated 6-Feb-2020
4839,3040,ESSENDON WEST,VIC,144.902556,-37.751845,MOONEE PONDS DC,Delivery Area,21001,Keilor,210,Melbourne - North West,Updated 6-Feb-2020
20759,3041,ESSENDON FIELDS,VIC,144.9011039,-37.72674618,Melbourne Metro,Delivery Area,21003,Moreland - North,210,Melbourne - North West,Updated 6-Feb-2020
4840,3041,ESSENDON NORTH,VIC,144.904815,-37.731464,MOONEE PONDS DC,Delivery Area,21003,Moreland - North,210,Melbourne - North West,Updated 6-Feb-2020
4841,3041,STRATHMORE,VIC,144.904815,-37.731464,MOONEE PONDS DC,Delivery Area,21003,Moreland - North,210,Melbourne - North West,Updated 6-Feb-2020
4842,3041,STRATHMORE HEIGHTS,VIC,144.904815,-37.731464,MOONEE PONDS DC,Delivery Area,21003,Moreland - North,210,Melbourne - North West,Updated 6-Feb-2020
4843,3042,AIRPORT WEST,VIC,144.866305,-37.727529,NIDDRIE DC,Delivery Area,21001,Keilor,210,Melbourne - North West,Updated 6-Feb-2020
4844,3042,KEILOR PARK,VIC,144.866305,-37.727529,NIDDRIE DC,Delivery Area,21001,Keilor,210,Melbourne - North West,Updated 6-Feb-2020
4845,3042,NIDDRIE,VIC,144.866305,-37.727529,NIDDRIE DC,Delivery Area,21001,Keilor,210,Melbourne - North West,Updated 6-Feb-2020
22854,3042,NIDDRIE NORTH,VIC,0,0,,,,,,,Added 25-Mar-2020
4846,3043,GLADSTONE PARK,VIC,144.888368,-37.691916,NIDDRIE DC,Delivery Area,21005,Tullamarine - Broadmeadows,210,Melbourne - North West,Updated 6-Feb-2020
4847,3043,GOWANBRAE,VIC,144.888368,-37.691916,NIDDRIE DC,Delivery Area,21005,Tullamarine - Broadmeadows,210,Melbourne - North West,Updated 6-Feb-2020
4848,3043,TULLAMARINE,VIC,144.888368,-37.691916,NIDDRIE DC,Delivery Area,21005,Tullamarine - Broadmeadows,210,Melbourne - North West,Updated 6-Feb-2020
4849,3044,PASCOE VALE,VIC,144.936356,-37.731138,PRESTON DC,Delivery Area,21003,Moreland - North,210,Melbourne - North West,Updated 6-Feb-2020
4850,3044,PASCOE VALE SOUTH,VIC,144.936356,-37.731138,PRESTON DC,Delivery Area,21003,Moreland - North,210,Melbourne - North West,Updated 6-Feb-2020
4851,3045,MELBOURNE AIRPORT,VIC,144.836195,-37.674739,NIDDRIE DC,Delivery Area,21005,Tullamarine - Broadmeadows,210,Melbourne - North West,Updated 6-Feb-2020
4852,3046,GLENROY,VIC,144.927968,-37.706578,PRESTON DC,Delivery Area,21003,Moreland - North,210,Melbourne - North West,Updated 6-Feb-2020
4853,3046,HADFIELD,VIC,144.927968,-37.706578,PRESTON DC,Delivery Area,21003,Moreland - North,210,Melbourne - North West,Updated 6-Feb-2020
4854,3046,OAK PARK,VIC,144.927968,-37.706578,PRESTON DC,Delivery Area,21003,Moreland - North,210,Melbourne - North West,Updated 6-Feb-2020
4855,3047,BROADMEADOWS,VIC,144.930247,-37.681105,SOMERTON DC,Delivery Area,21005,Tullamarine - Broadmeadows,210,Melbourne - North West,Updated 6-Feb-2020
4856,3047,DALLAS,VIC,144.930247,-37.681105,SOMERTON DC,Delivery Area,21005,Tullamarine - Broadmeadows,210,Melbourne - North West,Updated 6-Feb-2020
4857,3047,JACANA,VIC,144.930247,-37.681105,SOMERTON DC,Delivery Area,21005,Tullamarine - Broadmeadows,210,Melbourne - North West,Updated 6-Feb-2020
4858,3048,COOLAROO,VIC,144.923609,-37.653917,SOMERTON DC,Delivery Area,21005,Tullamarine - Broadmeadows,210,Melbourne - North West,Updated 6-Feb-2020
4859,3048,MEADOW HEIGHTS,VIC,144.923609,-37.653917,SOMERTON DC,Delivery Area,21005,Tullamarine - Broadmeadows,210,Melbourne - North West,Updated 6-Feb-2020
4860,3049,ATTWOOD,VIC,144.888492,-37.673182,SOMERTON DC,Delivery Area,21005,Tullamarine - Broadmeadows,210,Melbourne - North West,Updated 6-Feb-2020
4861,3049,WESTMEADOWS,VIC,144.888492,-37.673182,SOMERTON DC,Delivery Area,21005,Tullamarine - Broadmeadows,210,Melbourne - North West,Updated 6-Feb-2020
4862,3050,ROYAL MELBOURNE HOSPITAL,VIC,144.954581,-37.800324,CARLTON DC,Delivery Area,20604,Melbourne City,206,Melbourne - Inner,Updated 6-Feb-2020
4863,3051,HOTHAM HILL,VIC,144.943559,-37.8006,Melbourne Metro,,20604,Melbourne City,206,Melbourne - Inner,Updated 6-Feb-2020
4864,3051,NORTH MELBOURNE,VIC,144.943559,-37.8006,CITY DELIVERY CENTRE,Delivery Area,20604,Melbourne City,206,Melbourne - Inner,Updated 6-Feb-2020
4865,3052,MELBOURNE UNIVERSITY,VIC,144.948903,-37.788996,CARLTON DC,Delivery Area,20604,Melbourne City,206,Melbourne - Inner,Updated 6-Feb-2020
4866,3052,PARKVILLE,VIC,144.948903,-37.788996,CARLTON DC,Delivery Area,20604,Melbourne City,206,Melbourne - Inner,Updated 6-Feb-2020
4867,3053,CARLTON,VIC,144.966112,-37.803569,CARLTON DC,Delivery Area,20604,Melbourne City,206,Melbourne - Inner,Updated 6-Feb-2020
4868,3053,CARLTON SOUTH,VIC,144.966112,-37.803569,CARLTON DC,Delivery Area,20604,Melbourne City,206,Melbourne - Inner,Updated 6-Feb-2020
4869,3054,CARLTON NORTH,VIC,144.96724,-37.786971,CARLTON DC,Delivery Area,20607,Yarra,206,Melbourne - Inner,Updated 6-Feb-2020
4870,3054,PRINCES HILL,VIC,144.96724,-37.786971,CARLTON DC,Delivery Area,20607,Yarra,206,Melbourne - Inner,Updated 6-Feb-2020
4871,3055,BRUNSWICK SOUTH,VIC,144.942222,-37.763584,PRESTON DC,Delivery Area,20603,Essendon,206,Melbourne - Inner,Updated 6-Feb-2020
4596,3055,BRUNSWICK WEST,VIC,144.942222,-37.763584,PRESTON DC,Delivery Area,20603,Essendon,206,Melbourne - Inner,Updated 6-Feb-2020
4597,3055,MOONEE VALE,VIC,144.942222,-37.763584,PRESTON DC,Delivery Area,20603,Essendon,206,Melbourne - Inner,Updated 6-Feb-2020
4598,3055,MORELAND WEST,VIC,144.942222,-37.763584,PRESTON DC,Delivery Area,20603,Essendon,206,Melbourne - Inner,Updated 6-Feb-2020
4599,3056,BRUNSWICK,VIC,144.960108,-37.766292,PRESTON DC,Delivery Area,20601,Brunswick - Coburg,206,Melbourne - Inner,Updated 6-Feb-2020
4600,3056,BRUNSWICK LOWER,VIC,144.960108,-37.766292,PRESTON DC,Delivery Area,20601,Brunswick - Coburg,206,Melbourne - Inner,Updated 6-Feb-2020
4601,3056,BRUNSWICK NORTH,VIC,144.960108,-37.766292,PRESTON DC,Delivery Area,20601,Brunswick - Coburg,206,Melbourne - Inner,Updated 6-Feb-2020
4602,3057,BRUNSWICK EAST,VIC,144.97728,-37.770012,PRESTON DC,Delivery Area,20601,Brunswick - Coburg,206,Melbourne - Inner,Updated 6-Feb-2020
4603,3057,LYGON STREET NORTH,VIC,144.97728,-37.770012,Melbourne Metro,,20601,Brunswick - Coburg,206,Melbourne - Inner,Updated 6-Feb-2020
20760,3057,SUMNER,VIC,144.98034,-37.772232,Melbourne Metro,Delivery Area,20601,Brunswick - Coburg,206,Melbourne - Inner,Updated 6-Feb-2020
4604,3058,BATMAN,VIC,144.964524,-37.739901,PRESTON DC,Delivery Area,21003,Moreland - North,210,Melbourne - North West,Updated 6-Feb-2020
4605,3058,COBURG,VIC,144.964524,-37.739901,PRESTON DC,Delivery Area,21003,Moreland - North,210,Melbourne - North West,Updated 6-Feb-2020
4606,3058,COBURG NORTH,VIC,144.964524,-37.739901,PRESTON DC,Delivery Area,21003,Moreland - North,210,Melbourne - North West,Updated 6-Feb-2020
4607,3058,MERLYNSTON,VIC,144.964524,-37.739901,PRESTON DC,Delivery Area,21003,Moreland - North,210,Melbourne - North West,Updated 6-Feb-2020
4608,3058,MORELAND,VIC,144.964524,-37.739901,PRESTON DC,Delivery Area,21003,Moreland - North,210,Melbourne - North West,Updated 6-Feb-2020
4609,3059,GREENVALE,VIC,144.879626,-37.639887,SOMERTON DC,Delivery Area,21005,Tullamarine - Broadmeadows,210,Melbourne - North West,Updated 6-Feb-2020
4610,3060,FAWKNER,VIC,144.967874,-37.707326,PRESTON DC,Delivery Area,21005,Tullamarine - Broadmeadows,210,Melbourne - North West,Updated 6-Feb-2020
4611,3060,FAWKNER EAST,VIC,144.967874,-37.707326,PRESTON DC,Delivery Area,21005,Tullamarine - Broadmeadows,210,Melbourne - North West,Updated 6-Feb-2020
4612,3060,FAWKNER NORTH,VIC,144.967874,-37.707326,PRESTON DC,Delivery Area,21005,Tullamarine - Broadmeadows,210,Melbourne - North West,Updated 6-Feb-2020
4613,3061,CAMPBELLFIELD,VIC,144.956763,-37.666265,SOMERTON DC,Delivery Area,21005,Tullamarine - Broadmeadows,210,Melbourne - North West,Updated 6-Feb-2020
4614,3062,SOMERTON,VIC,144.932557,-37.632986,SOMERTON DC,Delivery Area,21005,Tullamarine - Broadmeadows,210,Melbourne - North West,Updated 6-Feb-2020
4615,3063,OAKLANDS JUNCTION,VIC,144.856082,-37.595015,SOMERTON DC,Delivery Area,21005,Tullamarine - Broadmeadows,210,Melbourne - North West,Updated 6-Feb-2020
4616,3063,YUROKE,VIC,144.856082,-37.595015,SOMERTON DC,Delivery Area,21005,Tullamarine - Broadmeadows,210,Melbourne - North West,Updated 6-Feb-2020
4617,3064,CRAIGIEBURN,VIC,144.942199,-37.546522,SOMERTON DC,Delivery Area,21005,Tullamarine - Broadmeadows,210,Melbourne - North West,Updated 6-Feb-2020
4618,3064,DONNYBROOK,VIC,144.942199,-37.546522,SOMERTON DC,Delivery Area,21005,Tullamarine - Broadmeadows,210,Melbourne - North West,Updated 6-Feb-2020
4619,3064,KALKALLO,VIC,144.942199,-37.546522,SOMERTON DC,Delivery Area,21005,Tullamarine - Broadmeadows,210,Melbourne - North West,Updated 6-Feb-2020
4620,3064,MICKLEHAM,VIC,144.942199,-37.546522,SOMERTON DC,Delivery Area,21005,Tullamarine - Broadmeadows,210,Melbourne - North West,Updated 6-Feb-2020
4621,3064,ROXBURGH PARK,VIC,144.942199,-37.546522,SOMERTON DC,Delivery Area,21005,Tullamarine - Broadmeadows,210,Melbourne - North West,Updated 6-Feb-2020
4622,3065,FITZROY,VIC,144.977795,-37.802608,FITZROY DC,Delivery Area,20607,Yarra,206,Melbourne - Inner,Updated 6-Feb-2020
4623,3066,COLLINGWOOD,VIC,144.986906,-37.804846,FITZROY DC,Delivery Area,20607,Yarra,206,Melbourne - Inner,Updated 6-Feb-2020
4624,3066,COLLINGWOOD NORTH,VIC,144.986906,-37.804846,FITZROY DC,Delivery Area,20607,Yarra,206,Melbourne - Inner,Updated 6-Feb-2020
4625,3067,ABBOTSFORD,VIC,144.998203,-37.803515,FITZROY DC,Delivery Area,20607,Yarra,206,Melbourne - Inner,Updated 6-Feb-2020
4626,3068,CLIFTON HILL,VIC,144.98622,-37.790974,FITZROY DC,Delivery Area,20607,Yarra,206,Melbourne - Inner,Updated 6-Feb-2020
4627,3068,FITZROY NORTH,VIC,144.98622,-37.790974,FITZROY DC,Delivery Area,20607,Yarra,206,Melbourne - Inner,Updated 6-Feb-2020
